"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","TestPredictBinary"
"3701","Male","NO","No","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.4,374.5,1,0
"3704","Male","NO","No","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.1,190.25,0,0
"3705","Female","NO","Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",73,5163,0,0
"3708","Male","NO","Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.9,1356.7,0,0
"3713","Male","NO","No","No",44,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","One year","No","Electronic check",65.4,2774.55,0,0
"3721","Female","NO","No","No",42,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",54.55,2455.05,0,0
"3722","Female","NO","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.65,38.7,1,0
"3733","Female","NO","Yes","Yes",23,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",77.15,1759.4,0,0
"3736","Female","NO","Yes","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.05,134.05,0,1
"3737","Female","NO","No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.2,140.95,0,0
"3741","Female","NO","Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,135.75,0,1
"3748","Female","NO","Yes","Yes",4,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",58.5,224.85,0,0
"3760","Male","NO","No","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.35,631.85,1,1
"3764","Male","NO","Yes","No",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.35,307.4,1,1
"3767","Female","YES","No","No",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",55.8,55.8,1,0
"3768","Male","NO","Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.9,8240.85,0,0
"3771","Female","NO","Yes","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.9,1115.6,0,0
"3772","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.05,79.05,1,1
"3775","Male","YES","Yes","Yes",52,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",80.85,4079.55,0,0
"3776","Male","YES","No","No",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.4,4187.75,1,1
"3786","Male","YES","Yes","No",10,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",89.8,914.3,1,1
"3794","Female","NO","No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.25,186.15,0,0
"3799","Male","NO","No","No",42,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.3,4222.95,0,0
"3803","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,20,0,0
"3806","Male","YES","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,71.65,1,1
"3812","Male","NO","No","No",2,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",54.45,87.3,0,0
"3815","Male","NO","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.7,6301.7,0,0
"3817","Male","YES","Yes","Yes",50,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Bank transfer (automatic)",75.15,3822.45,0,0
"3823","Female","NO","Yes","Yes",6,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",94.05,518.75,0,1
"3826","Female","NO","Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.35,1031.7,0,0
"3827","Male","NO","Yes","Yes",0,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.35,2283,0,0
"3830","Male","YES","Yes","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101,4388.4,1,1
"3838","Female","NO","No","No",4,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",105.65,443.9,1,1
"3839","Female","NO","No","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.5,2599.95,0,1
"3840","Female","NO","Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,284.3,0,0
"3841","Male","YES","Yes","No",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.65,1740.8,0,0
"3843","Female","NO","Yes","No",27,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",95,2462.55,0,0
"3845","Female","NO","No","No",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",85.95,3110.1,1,0
"3848","Male","NO","No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20,198.6,0,0
"3853","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.65,19.65,0,0
"3855","Female","NO","Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",109.65,5405.8,0,0
"3862","Female","NO","No","Yes",26,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",105.45,2715.3,0,0
"3863","Male","NO","Yes","Yes",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.4,1782.05,0,0
"3864","Male","NO","Yes","No",17,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.55,1742.5,0,1
"3869","Female","NO","Yes","Yes",21,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.05,1565.7,1,0
"3871","Female","NO","Yes","No",68,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",54.4,3723.65,0,0
"3875","Female","NO","No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",43.75,405.7,0,0
"3876","Male","YES","Yes","Yes",41,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.95,4534.9,1,0
"3895","Female","NO","Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",118.6,7990.05,0,0
"3900","Female","YES","Yes","No",52,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",109.1,5647.95,0,0
"3901","Female","NO","Yes","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.65,708.8,0,0
"3902","Male","NO","Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",111.3,7567.2,0,0
"3903","Female","NO","No","No",1,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",29.9,29.9,0,0
"3905","Male","NO","Yes","Yes",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.8,635.9,0,0
"3906","Female","NO","No","No",3,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)",35.2,108.95,1,1
"3918","Male","YES","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.1,69.1,1,1
"3919","Male","NO","Yes","Yes",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.2,1776.55,1,1
"3923","Male","YES","Yes","No",67,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.65,6079,0,0
"3924","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",80.85,80.85,1,1
"3930","Male","NO","Yes","Yes",50,"Yes","No","DSL","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",44.8,2230.85,0,0
"3931","Female","NO","Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",109.4,7281.6,0,0
"3940","Female","NO","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",78.65,78.65,1,1
"3941","Male","NO","No","No",19,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.15,468.35,0,0
"3945","Female","NO","Yes","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.25,172.35,0,0
"3948","Female","NO","No","No",5,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",55.8,300.4,0,0
"3951","Male","YES","No","No",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.2,4718.25,1,1
"3953","Female","NO","No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.05,7806.6,0,0
"3955","Male","YES","Yes","No",17,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.8,1563.9,0,1
"3959","Male","NO","Yes","No",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",73.85,1284.2,1,1
"3962","Female","NO","No","No",8,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",29.25,226.95,0,1
"3963","Female","YES","Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.55,646.85,1,1
"3966","Female","YES","Yes","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",106.5,5621.85,0,0
"3978","Male","NO","Yes","No",63,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.1,6705.7,0,0
"3979","Male","NO","No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",90.7,237.65,0,1
"3982","Female","YES","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.2,695.75,0,1
"3984","Male","NO","No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.25,24.25,1,1
"3990","Female","NO","No","Yes",8,"No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",38.5,330.8,0,1
"3991","Male","NO","No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.9,1337.45,0,1
"3995","Female","YES","Yes","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",101.5,5373.1,1,0
"3996","Male","NO","No","Yes",28,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.9,2068.55,1,0
"3998","Female","NO","Yes","No",69,"Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Credit card (automatic)",61.45,4131.2,0,0
"4000","Female","YES","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,131.65,1,1
"4004","Female","NO","No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.3,743.05,0,0
"4005","Male","NO","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",67.8,4804.65,0,0
"4008","Male","NO","Yes","No",55,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.7,1443.65,0,0
"4011","Female","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,20.4,0,0
"4013","Female","NO","No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",50.55,50.55,1,0
"4014","Female","NO","No","No",2,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",54.35,117.05,0,0
"4018","Female","NO","No","No",28,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",59,1654.45,0,0
"4019","Female","NO","Yes","Yes",7,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Electronic check",69.45,477.05,0,0
"4022","Female","NO","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.5,20.5,1,0
"4026","Male","NO","No","No",4,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.8,321.9,1,1
"4029","Male","NO","No","No",63,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",109.2,7049.75,0,0
"4031","Female","NO","No","Yes",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",51,286.8,0,0
"4033","Male","YES","Yes","Yes",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.65,5683.6,0,0
"4037","Female","NO","Yes","Yes",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.25,401.95,0,0
